Gene stable ID	Anopheles darlingi gene stable ID	Anopheles dirus gene stable ID	Anopheles epiroticus gene stable ID	Anopheles farauti gene stable ID	Anopheles funestus gene stable ID	Anopheles maculatus gene stable ID
AGAP029535	ADAC000443	ADIR000530	AEPI007060	AFAF011923	AFUN018907	AMAM006485
AGAP029535	ADAC000443	ADIR000530	AEPI007060	AFAF011923	AFUN018907	AMAM018591
AGAP004725	ADAC000852	ADIR009118	AEPI008481	AFAF006984	AFUN000476	AMAM007231
AGAP028013	ADAC005169			AFAF021849	AFUN021327	AMAM014179
AGAP006715	ADAC005453	ADIR003669	AEPI006503	AFAF018087	AFUN000362	AMAM002904
AGAP011795	ADAC006642	ADIR002190	AEPI009362	AFAF000760		AMAM014737
AGAP007563	ADAC006157	ADIR007004	AEPI001550	AFAF007837	AFUN003364	AMAM004872
AGAP009961	ADAC006875	ADIR009350	AEPI006884	AFAF020128		
AGAP029506	ADAC003635	ADIR001810	AEPI005396	AFAF019949	AFUN001934	
AGAP000559		ADIR009868	AEPI003029	AFAF000816	AFUN011922	AMAM023440
AGAP000559		ADIR009868	AEPI003029	AFAF000816	AFUN011922	AMAM015471
AGAP001429	ADAC005569	ADIR002888	AEPI001069	AFAF021708	AFUN008332	AMAM008001
AGAP004733		ADIR009135	AEPI002355		AFUN000467	AMAM003111
AGAP011045	ADAC006879	ADIR002286	AEPI006328	AFAF003679	AFUN009966	AMAM001669
AGAP011045	ADAC006879	ADIR002286	AEPI006328	AFAF003679	AFUN009966	AMAM011244
AGAP004735		ADIR009137	AEPI002353	AFAF005742	AFUN000464	AMAM020111
AGAP004736	ADAC005025	ADIR009138		AFAF008122	AFUN000463	AMAM018516
AGAP004737	ADAC002954	ADIR009140	AEPI002352	AFAF009281	AFUN000462	
AGAP004738	ADAC002956	ADIR009141	AEPI002351	AFAF008600	AFUN020959	AMAM023951
AGAP004739	ADAC005805	ADIR009142	AEPI002350	AFAF013125	AFUN000461	AMAM009449
AGAP028446					AFUN008447	AMAM017652
AGAP011516	ADAC007881	ADIR000303	AEPI007732		AFUN002505	
AGAP004741		ADIR009144		AFAF010384	AFUN020891	AMAM018105
AGAP004742	ADAC002940	ADIR009145	AEPI002348	AFAF016090	AFUN000458	AMAM006010
AGAP004743		ADIR009146	AEPI002347	AFAF006107	AFUN000454	AMAM011109
AGAP004744	ADAC011107	ADIR009147	AEPI002346	AFAF016749	AFUN000453	AMAM023150
AGAP004745		ADIR009148	AEPI002345	AFAF014249	AFUN000452	AMAM006898
AGAP004745		ADIR009148	AEPI002345	AFAF014249	AFUN000452	AMAM006286
AGAP007899	ADAC009116	ADIR014500			AFUN003612	AMAM015227
AGAP006680	ADAC007924	ADIR003697	AEPI006478	AFAF007828	AFUN000337	AMAM021374
AGAP004748		ADIR009151			AFUN014069	
AGAP004749		ADIR009152	AEPI002342	AFAF013908	AFUN000449	AMAM017174
AGAP005105		ADIR014328	AEPI002454		AFUN022072	
AGAP005566		ADIR014721	AEPI006367		AFUN021766	AMAM013700
AGAP002534	ADAC009415	ADIR010330	AEPI000270	AFAF008763	AFUN009093	AMAM021294
AGAP004752			AEPI002339		AFUN002964	AMAM010682
AGAP028223	ADAC002499	ADIR011619	AEPI000687	AFAF014924	AFUN002640	
AGAP029681		ADIR003236	AEPI005528	AFAF016960		AMAM023990
AGAP029666	ADAC003537	ADIR009745	AEPI009866	AFAF021673	AFUN002670	AMAM005176
AGAP013089	ADAC006474		AEPI001009		AFUN021848	AMAM004398
AGAP007779	ADAC001839	ADIR000707	AEPI007165	AFAF006499	AFUN009832	AMAM011105
AGAP004755	ADAC007886		AEPI002336	AFAF000370	AFUN010987	AMAM002998
AGAP005738	ADAC006253	ADIR006974	AEPI008822	AFAF002624	AFUN009055	AMAM003796
AGAP004756		ADIR014797	AEPI002335		AFUN010986	AMAM017576
AGAP028398		ADIR008590	AEPI000592	AFAF013190		AMAM011914
AGAP004757		ADIR009157	AEPI002334	AFAF006428	AFUN010985	AMAM014448
AGAP004758	ADAC007890	ADIR009158	AEPI002333	AFAF007377	AFUN022226	AMAM020825
AGAP004759		ADIR014799			AFUN010982	AMAM016411
AGAP012084		ADIR002260	AEPI000722	AFAF008356	AFUN009355	
AGAP004762				AFAF017110	AFUN022223	AMAM008575
AGAP005120	ADAC001472	ADIR003786	AEPI006342	AFAF015979	AFUN009642	AMAM013524
AGAP029750				AFAF019870	AFUN021513	
AGAP029750				AFAF019870	AFUN021514	
AGAP010837	ADAC006325	ADIR001863	AEPI000864	AFAF016903	AFUN010675	AMAM012048
AGAP004766	ADAC002248	ADIR009162	AEPI011258	AFAF003800	AFUN010978	AMAM004913
AGAP006536	ADAC001343	ADIR007580	AEPI009722	AFAF000139	AFUN007190	AMAM020841
AGAP006536	ADAC001343	ADIR007580	AEPI009722	AFAF000139	AFUN018471	AMAM020841
AGAP008035	ADAC003455	ADIR011054	AEPI001938	AFAF010753	AFUN020062	AMAM006087
AGAP029419		ADIR009309	AEPI011035	AFAF009257	AFUN016048	AMAM008122
AGAP009315	ADAC005410	ADIR006140	AEPI003579	AFAF016417	AFUN019974	AMAM008560
AGAP029293	ADAC001119	ADIR010799		AFAF009366	AFUN006916	AMAM013441
AGAP029293	ADAC001119	ADIR010799		AFAF003996	AFUN006916	AMAM013441
AGAP005302	ADAC005497	ADIR009099		AFAF019714	AFUN021739	AMAM019703
AGAP011491	ADAC005305	ADIR000272	AEPI010918	AFAF015134	AFUN002530	
AGAP000192	ADAC006406	ADIR001510	AEPI015058	AFAF000611	AFUN015777	AMAM011396
AGAP000196		ADIR001522	AEPI002893	AFAF007585	AFUN002126	AMAM013326
AGAP012404	ADAC005050	ADIR000536	AEPI002296	AFAF018071	AFUN004080	AMAM018090
AGAP004775				AFAF001329	AFUN020752	
AGAP006668	ADAC009371	ADIR007528	AEPI008153	AFAF010322		
AGAP012739	ADAC007804	ADIR005539	AEPI000227	AFAF007526	AFUN008222	AMAM019112
AGAP004778		ADIR009174	AEPI008682	AFAF002979	AFUN010966	AMAM021713
AGAP002439	ADAC006234	ADIR006396	AEPI002744	AFAF007844	AFUN019632	
AGAP029703	ADAC002883	ADIR010959	AEPI004776	AFAF014155	AFUN021651	AMAM000572
AGAP011440	ADAC003944	ADIR000233	AEPI003550	AFAF017860	AFUN004903	AMAM001859
AGAP006930		ADIR004243		AFAF001718	AFUN014666	AMAM023426
AGAP004562	ADAC002992			AFAF007370	AFUN021458	AMAM012323
AGAP004784	ADAC008225	ADIR009182	AEPI008676	AFAF014175	AFUN010958	
AGAP004638	ADAC002079	ADIR005876				
AGAP004786	ADAC004348	ADIR009184	AEPI008674	AFAF017281	AFUN010956	AMAM020746
AGAP004787	ADAC004349	ADIR009185	AEPI008673	AFAF014840	AFUN010955	AMAM019031
AGAP028747				AFAF010226	AFUN014018	
AGAP004789	ADAC004351	ADIR009189	AEPI008671	AFAF015452	AFUN010952	AMAM011031
AGAP011146	ADAC007827	ADIR001768	AEPI000111	AFAF008976	AFUN010521	AMAM016292
AGAP004791	ADAC004351	ADIR009189	AEPI008671	AFAF015452	AFUN010952	AMAM011031
AGAP004792	ADAC004350	ADIR009190	AEPI008670	AFAF016613	AFUN010951	AMAM021139
AGAP004793	ADAC004347	ADIR009191	AEPI008669	AFAF018602	AFUN006800	AMAM009046
AGAP004794	ADAC004353	ADIR009192	AEPI008668	AFAF014790	AFUN006799	AMAM011670
AGAP002966	ADAC003846	ADIR005829	AEPI002582	AFAF008117	AFUN007741	AMAM010482
AGAP004797	ADAC007508	ADIR009194	AEPI008666		AFUN006796	AMAM019106
AGAP004798	ADAC007507	ADIR009195	AEPI008665	AFAF000440	AFUN006795	AMAM008218
AGAP004798	ADAC004244	ADIR009195	AEPI008665	AFAF000440	AFUN006795	AMAM008218
AGAP004799	ADAC004249	ADIR009196	AEPI008664	AFAF009057	AFUN006794	AMAM009584
AGAP007198		ADIR007963	AEPI005042	AFAF019058	AFUN000745	AMAM000138
AGAP007198		ADIR007963	AEPI005042	AFAF019058	AFUN000745	AMAM006705
AGAP004801	ADAC004243	ADIR009198	AEPI008662	AFAF005259	AFUN021717	AMAM007663
AGAP004801	ADAC004243	ADIR009198	AEPI008662	AFAF005259	AFUN021717	AMAM011440
AGAP004801	ADAC004243	ADIR009198	AEPI008662	AFAF005259	AFUN021717	AMAM012698
AGAP004802	ADAC004248			AFAF005643	AFUN021716	AMAM015111
AGAP004804	ADAC004250	ADIR009200	AEPI008660		AFUN006790	AMAM010613
AGAP004806	ADAC004253		AEPI008657	AFAF009006	AFUN021712	AMAM016060
AGAP004807	ADAC004252			AFAF013076	AFUN021715	AMAM011785
AGAP029785	ADAC008013			AFAF021868	AFUN016209	AMAM023458
AGAP005068	ADAC009338	ADIR008663	AEPI002172	AFAF009522	AFUN009900	AMAM016879
AGAP004809	ADAC006959	ADIR009203	AEPI008656	AFAF015666	AFUN021711	AMAM007648
AGAP004810		ADIR009204	AEPI008655	AFAF012789	AFUN006786	AMAM005755
AGAP004811		ADIR014801	AEPI008654	AFAF006298	AFUN018970	
AGAP004811		ADIR014801	AEPI008654	AFAF006298	AFUN006785	
AGAP029538		ADIR004371	AEPI007357	AFAF011508	AFUN020033	
AGAP004608	ADAC010112	ADIR009060	AEPI009133	AFAF009494	AFUN020719	AMAM014404
AGAP004813		ADIR009206	AEPI008652	AFAF010563	AFUN006783	
AGAP004814	ADAC005147		AEPI008651		AFUN014716	
AGAP004815		ADIR009208			AFUN006782	
AGAP004816	ADAC005151		AEPI008650		AFUN014715	AMAM000953
AGAP012194	ADAC006357	ADIR001872	AEPI000858	AFAF004819		AMAM003380
AGAP010959	ADAC000534	ADIR004512	AEPI009614	AFAF018550	AFUN000515	
AGAP004819	ADAC005148	ADIR009211	AEPI008647	AFAF008090	AFUN006779	
AGAP009507	ADAC009015	ADIR006022	AEPI004891	AFAF012191	AFUN005294	
AGAP009969		ADIR009357	AEPI004614	AFAF020789	AFUN010740	AMAM015077
AGAP012017	ADAC005910	ADIR009680	AEPI007967	AFAF014289	AFUN011216	AMAM007697
AGAP009211		ADIR006296	AEPI003967	AFAF014197	AFUN005198	AMAM020748
AGAP004826						
AGAP029741	ADAC003076			AFAF007405	AFUN021520	
AGAP029741	ADAC003711			AFAF007405	AFUN021520	
AGAP029741	ADAC006287			AFAF007405	AFUN021520	
AGAP029741	ADAC000360			AFAF007405	AFUN021520	
AGAP029741	ADAC003371			AFAF007405	AFUN021520	
AGAP004829		ADIR011517	AEPI010304	AFAF007157	AFUN020164	AMAM017392
AGAP003556	ADAC004594	ADIR010680	AEPI006260	AFAF014187	AFUN011678	AMAM007631
AGAP004832		ADIR011520	AEPI010250	AFAF001281		
AGAP004471	ADAC007559	ADIR010601	AEPI010210	AFAF013619	AFUN009456	AMAM010659
AGAP005606	ADAC001249	ADIR004326	AEPI006399	AFAF008359	AFUN009011	AMAM008613
AGAP001950	ADAC005951	ADIR002481	AEPI009332	AFAF002307	AFUN011019	AMAM016323
AGAP012636		ADIR004107	AEPI010888	AFAF013571	AFUN003181	
AGAP012120		ADIR002041	AEPI000753	AFAF021851	AFUN019161	
AGAP012120		ADIR002041	AEPI000753	AFAF021851	AFUN002801	
AGAP004838	ADAC003367	ADIR011526	AEPI000447	AFAF017325	AFUN008509	
AGAP001962	ADAC006526	ADIR010538	AEPI011000	AFAF012304	AFUN008303	
AGAP011066	ADAC000145	ADIR002307	AEPI002097	AFAF000057	AFUN004150	AMAM011159
AGAP004840	ADAC003364		AEPI000445	AFAF004863	AFUN008510	AMAM001639
AGAP007584		ADIR007095	AEPI001530		AFUN001139	
AGAP007093	ADAC006280	ADIR008072	AEPI001718	AFAF012103	AFUN019883	AMAM011641
AGAP007093	ADAC006279	ADIR008072	AEPI001718	AFAF012103	AFUN019883	AMAM011641
AGAP007093	ADAC006280	ADIR008071	AEPI001718	AFAF012103	AFUN019883	AMAM011641
AGAP007093	ADAC006279	ADIR008071	AEPI001718	AFAF012103	AFUN019883	AMAM011641
AGAP007093	ADAC006280	ADIR008072	AEPI001717	AFAF012103	AFUN019883	AMAM011641
AGAP007093	ADAC006279	ADIR008072	AEPI001717	AFAF012103	AFUN019883	AMAM011641
AGAP007093	ADAC006280	ADIR008071	AEPI001717	AFAF012103	AFUN019883	AMAM011641
AGAP007093	ADAC006279	ADIR008071	AEPI001717	AFAF012103	AFUN019883	AMAM011641
AGAP029073			AEPI004428		AFUN008722	
AGAP029073			AEPI004428		AFUN003476	
AGAP029073			AEPI004428		AFUN020316	
AGAP004845	ADAC003349	ADIR011530	AEPI000442	AFAF016840	AFUN008504	AMAM002968
AGAP004846	ADAC003350	ADIR011531	AEPI000441	AFAF016251	AFUN008503	AMAM006723
AGAP006089		ADIR008834	AEPI000570		AFUN020876	
AGAP004849	ADAC003365	ADIR011534	AEPI000436	AFAF012603	AFUN008500	AMAM018920
AGAP004849	ADAC003365	ADIR011534	AEPI000436	AFAF012603	AFUN008500	AMAM003074
AGAP010209	ADAC004453	ADIR004023	AEPI003177	AFAF006032	AFUN001900	AMAM010489
AGAP004851		ADIR011536	AEPI000434	AFAF020265	AFUN008498	AMAM007005
AGAP010327	ADAC007636	ADIR005773	AEPI010193	AFAF007117	AFUN015925	AMAM013523
AGAP004853		ADIR009259		AFAF012976	AFUN021920	AMAM005117
AGAP004854	ADAC004659	ADIR009258	AEPI000432	AFAF009884	AFUN008496	AMAM010073
AGAP004855	ADAC006640	ADIR009257	AEPI000431	AFAF010422	AFUN008495	AMAM003185
AGAP004855	ADAC006640	ADIR009257	AEPI000431	AFAF010422	AFUN018667	AMAM003185
AGAP004855	ADAC006640	ADIR009257	AEPI000431	AFAF010422	AFUN018674	AMAM003185
AGAP004855	ADAC006640	ADIR009257	AEPI000431	AFAF010422	AFUN018833	AMAM003185
AGAP004855	ADAC006640	ADIR009257	AEPI000431	AFAF010422	AFUN008494	AMAM003185
AGAP004855	ADAC003612	ADIR009257	AEPI000431	AFAF010422	AFUN008495	AMAM003185
AGAP004855	ADAC003612	ADIR009257	AEPI000431	AFAF010422	AFUN018667	AMAM003185
AGAP004855	ADAC003612	ADIR009257	AEPI000431	AFAF010422	AFUN018674	AMAM003185
AGAP004855	ADAC003612	ADIR009257	AEPI000431	AFAF010422	AFUN018833	AMAM003185
AGAP004855	ADAC003612	ADIR009257	AEPI000431	AFAF010422	AFUN008494	AMAM003185
AGAP004855	ADAC002027	ADIR009257	AEPI000431	AFAF010422	AFUN008495	AMAM003185
AGAP004855	ADAC002027	ADIR009257	AEPI000431	AFAF010422	AFUN018667	AMAM003185
AGAP004855	ADAC002027	ADIR009257	AEPI000431	AFAF010422	AFUN018674	AMAM003185
AGAP004855	ADAC002027	ADIR009257	AEPI000431	AFAF010422	AFUN018833	AMAM003185
AGAP004855	ADAC002027	ADIR009257	AEPI000431	AFAF010422	AFUN008494	AMAM003185
AGAP004855	ADAC006968	ADIR009257	AEPI000431	AFAF010422	AFUN008495	AMAM003185
AGAP004855	ADAC006968	ADIR009257	AEPI000431	AFAF010422	AFUN018667	AMAM003185
AGAP004855	ADAC006968	ADIR009257	AEPI000431	AFAF010422	AFUN018674	AMAM003185
AGAP004855	ADAC006968	ADIR009257	AEPI000431	AFAF010422	AFUN018833	AMAM003185
AGAP004855	ADAC006968	ADIR009257	AEPI000431	AFAF010422	AFUN008494	AMAM003185
AGAP004855	ADAC006970	ADIR009257	AEPI000431	AFAF010422	AFUN008495	AMAM003185
AGAP004855	ADAC006970	ADIR009257	AEPI000431	AFAF010422	AFUN018667	AMAM003185
AGAP004855	ADAC006970	ADIR009257	AEPI000431	AFAF010422	AFUN018674	AMAM003185
AGAP004855	ADAC006970	ADIR009257	AEPI000431	AFAF010422	AFUN018833	AMAM003185
AGAP004855	ADAC006970	ADIR009257	AEPI000431	AFAF010422	AFUN008494	AMAM003185
AGAP004855	ADAC006640	ADIR009256	AEPI000431	AFAF010422	AFUN008495	AMAM003185
AGAP004855	ADAC006640	ADIR009256	AEPI000431	AFAF010422	AFUN018667	AMAM003185
AGAP004855	ADAC006640	ADIR009256	AEPI000431	AFAF010422	AFUN018674	AMAM003185
AGAP004855	ADAC006640	ADIR009256	AEPI000431	AFAF010422	AFUN018833	AMAM003185
AGAP004855	ADAC006640	ADIR009256	AEPI000431	AFAF010422	AFUN008494	AMAM003185
AGAP004855	ADAC003612	ADIR009256	AEPI000431	AFAF010422	AFUN008495	AMAM003185
AGAP004855	ADAC003612	ADIR009256	AEPI000431	AFAF010422	AFUN018667	AMAM003185
AGAP004855	ADAC003612	ADIR009256	AEPI000431	AFAF010422	AFUN018674	AMAM003185
AGAP004855	ADAC003612	ADIR009256	AEPI000431	AFAF010422	AFUN018833	AMAM003185
AGAP004855	ADAC003612	ADIR009256	AEPI000431	AFAF010422	AFUN008494	AMAM003185
AGAP004855	ADAC002027	ADIR009256	AEPI000431	AFAF010422	AFUN008495	AMAM003185
AGAP004855	ADAC002027	ADIR009256	AEPI000431	AFAF010422	AFUN018667	AMAM003185
AGAP004855	ADAC002027	ADIR009256	AEPI000431	AFAF010422	AFUN018674	AMAM003185
AGAP004855	ADAC002027	ADIR009256	AEPI000431	AFAF010422	AFUN018833	AMAM003185
AGAP004855	ADAC002027	ADIR009256	AEPI000431	AFAF010422	AFUN008494	AMAM003185
AGAP004855	ADAC006968	ADIR009256	AEPI000431	AFAF010422	AFUN008495	AMAM003185
AGAP004855	ADAC006968	ADIR009256	AEPI000431	AFAF010422	AFUN018667	AMAM003185
AGAP004855	ADAC006968	ADIR009256	AEPI000431	AFAF010422	AFUN018674	AMAM003185
AGAP004855	ADAC006968	ADIR009256	AEPI000431	AFAF010422	AFUN018833	AMAM003185
AGAP004855	ADAC006968	ADIR009256	AEPI000431	AFAF010422	AFUN008494	AMAM003185
AGAP004855	ADAC006970	ADIR009256	AEPI000431	AFAF010422	AFUN008495	AMAM003185
AGAP004855	ADAC006970	ADIR009256	AEPI000431	AFAF010422	AFUN018667	AMAM003185
AGAP004855	ADAC006970	ADIR009256	AEPI000431	AFAF010422	AFUN018674	AMAM003185
AGAP004855	ADAC006970	ADIR009256	AEPI000431	AFAF010422	AFUN018833	AMAM003185
AGAP004855	ADAC006970	ADIR009256	AEPI000431	AFAF010422	AFUN008494	AMAM003185
AGAP011745	ADAC008319	ADIR002227	AEPI002667	AFAF013673	AFUN008707	AMAM014269
AGAP012619	ADAC003076	ADIR009594	AEPI002021		AFUN016148	
AGAP012619	ADAC003076	ADIR009594	AEPI002021		AFUN016147	
AGAP012619	ADAC003076	ADIR009594	AEPI002021		AFUN016151	
AGAP012619	ADAC003076	ADIR009594	AEPI002021		AFUN016011	
AGAP012619	ADAC003711	ADIR009594	AEPI002021		AFUN016148	
AGAP012619	ADAC003711	ADIR009594	AEPI002021		AFUN016147	
AGAP012619	ADAC003711	ADIR009594	AEPI002021		AFUN016151	
AGAP012619	ADAC003711	ADIR009594	AEPI002021		AFUN016011	
AGAP012619	ADAC006287	ADIR009594	AEPI002021		AFUN016148	
AGAP012619	ADAC006287	ADIR009594	AEPI002021		AFUN016147	
AGAP012619	ADAC006287	ADIR009594	AEPI002021		AFUN016151	
AGAP012619	ADAC006287	ADIR009594	AEPI002021		AFUN016011	
AGAP012619	ADAC000360	ADIR009594	AEPI002021		AFUN016148	
AGAP012619	ADAC000360	ADIR009594	AEPI002021		AFUN016147	
AGAP012619	ADAC000360	ADIR009594	AEPI002021		AFUN016151	
AGAP012619	ADAC000360	ADIR009594	AEPI002021		AFUN016011	
AGAP012619	ADAC003371	ADIR009594	AEPI002021		AFUN016148	
AGAP012619	ADAC003371	ADIR009594	AEPI002021		AFUN016147	
AGAP012619	ADAC003371	ADIR009594	AEPI002021		AFUN016151	
AGAP012619	ADAC003371	ADIR009594	AEPI002021		AFUN016011	
AGAP012619	ADAC003076	ADIR009595	AEPI002021		AFUN016148	
AGAP012619	ADAC003076	ADIR009595	AEPI002021		AFUN016147	
AGAP012619	ADAC003076	ADIR009595	AEPI002021		AFUN016151	
AGAP012619	ADAC003076	ADIR009595	AEPI002021		AFUN016011	
AGAP012619	ADAC003711	ADIR009595	AEPI002021		AFUN016148	
AGAP012619	ADAC003711	ADIR009595	AEPI002021		AFUN016147	
AGAP012619	ADAC003711	ADIR009595	AEPI002021		AFUN016151	
AGAP012619	ADAC003711	ADIR009595	AEPI002021		AFUN016011	
AGAP012619	ADAC006287	ADIR009595	AEPI002021		AFUN016148	
AGAP012619	ADAC006287	ADIR009595	AEPI002021		AFUN016147	
AGAP012619	ADAC006287	ADIR009595	AEPI002021		AFUN016151	
AGAP012619	ADAC006287	ADIR009595	AEPI002021		AFUN016011	
AGAP012619	ADAC000360	ADIR009595	AEPI002021		AFUN016148	
AGAP012619	ADAC000360	ADIR009595	AEPI002021		AFUN016147	
AGAP012619	ADAC000360	ADIR009595	AEPI002021		AFUN016151	
AGAP012619	ADAC000360	ADIR009595	AEPI002021		AFUN016011	
AGAP012619	ADAC003371	ADIR009595	AEPI002021		AFUN016148	
AGAP012619	ADAC003371	ADIR009595	AEPI002021		AFUN016147	
AGAP012619	ADAC003371	ADIR009595	AEPI002021		AFUN016151	
AGAP012619	ADAC003371	ADIR009595	AEPI002021		AFUN016011	
AGAP012619	ADAC003076	ADIR009588	AEPI002021		AFUN016148	
AGAP012619	ADAC003076	ADIR009588	AEPI002021		AFUN016147	
AGAP012619	ADAC003076	ADIR009588	AEPI002021		AFUN016151	
AGAP012619	ADAC003076	ADIR009588	AEPI002021		AFUN016011	
AGAP012619	ADAC003711	ADIR009588	AEPI002021		AFUN016148	
AGAP012619	ADAC003711	ADIR009588	AEPI002021		AFUN016147	
AGAP012619	ADAC003711	ADIR009588	AEPI002021		AFUN016151	
AGAP012619	ADAC003711	ADIR009588	AEPI002021		AFUN016011	
AGAP012619	ADAC006287	ADIR009588	AEPI002021		AFUN016148	
AGAP012619	ADAC006287	ADIR009588	AEPI002021		AFUN016147	
AGAP012619	ADAC006287	ADIR009588	AEPI002021		AFUN016151	
AGAP012619	ADAC006287	ADIR009588	AEPI002021		AFUN016011	
AGAP012619	ADAC000360	ADIR009588	AEPI002021		AFUN016148	
AGAP012619	ADAC000360	ADIR009588	AEPI002021		AFUN016147	
AGAP012619	ADAC000360	ADIR009588	AEPI002021		AFUN016151	
AGAP012619	ADAC000360	ADIR009588	AEPI002021		AFUN016011	
AGAP012619	ADAC003371	ADIR009588	AEPI002021		AFUN016148	
AGAP012619	ADAC003371	ADIR009588	AEPI002021		AFUN016147	
AGAP012619	ADAC003371	ADIR009588	AEPI002021		AFUN016151	
AGAP012619	ADAC003371	ADIR009588	AEPI002021		AFUN016011	
AGAP012619	ADAC003076	ADIR015955	AEPI002021		AFUN016148	
AGAP012619	ADAC003076	ADIR015955	AEPI002021		AFUN016147	
AGAP012619	ADAC003076	ADIR015955	AEPI002021		AFUN016151	
AGAP012619	ADAC003076	ADIR015955	AEPI002021		AFUN016011	
AGAP012619	ADAC003711	ADIR015955	AEPI002021		AFUN016148	
AGAP012619	ADAC003711	ADIR015955	AEPI002021		AFUN016147	
AGAP012619	ADAC003711	ADIR015955	AEPI002021		AFUN016151	
AGAP012619	ADAC003711	ADIR015955	AEPI002021		AFUN016011	
AGAP012619	ADAC006287	ADIR015955	AEPI002021		AFUN016148	
AGAP012619	ADAC006287	ADIR015955	AEPI002021		AFUN016147	
